ConfJournal_id,titre_publication,chercheur_id,date_publication,lien,nombre_pages,nombre_volumes
ijseke,An Adaptive Semantic Annotation Tool for Teachers Based on Context-Aware and Internet of Things.,2000067,2023,https://dblp.org/rec/journals/ijseke/BensattalahCN23,1355-1385,33
sle,Gamification of e-learning in higher education: a systematic literature review.,2000067,2023,https://dblp.org/rec/journals/sle/KhaldiBN23,10,10
icaart,RDC-Repair: Towards a Relevance-Driven Approach for Data and Constraints Repair.,2000067,2023,https://dblp.org/rec/conf/icaart/NadjehAN23a,448-468,
icaart,CSP-DC: Data Cleaning via Constraint Satisfaction Problem Solving.,2000067,2023,https://dblp.org/rec/conf/icaart/NadjehAN23,478-488,
kes,Event Nugget Detection using Pre-trained Language Models.,2000067,2020,https://dblp.org/rec/conf/kes/MeghatriaLN20,320-329,
ao,OntoGamif: A modular ontology for integrated gamification.,2000067,2019,https://dblp.org/rec/journals/ao/BouzidiNNC19,215-249,14
jaihc,SEFAP: an efficient approach for ranking skyline web services.,2000067,2019,https://dblp.org/rec/journals/jaihc/OuadahHNB19,709-725,10
icist2,An architectural framework for gamified information systems.,2000067,2019,https://dblp.org/rec/conf/icist2/BouzidiBNC19,13:1-13:5,
ijbis,EI-Annotate: an adaptive collective memory based on annotation ontology and context for decision making in economic intelligence.,2000067,2018,https://dblp.org/rec/journals/ijbis/AissaANC18,207-232,29
ijict,A new approach to supporting runtime decision making in mobile OLAP.,2000067,2018,https://dblp.org/rec/journals/ijict/NachidaFF18,149-175,13
misc,An Improved Fuzzy Analytical Hierarchy Process for K-Representative Skyline Web Services Selection.,2000067,2018,https://dblp.org/rec/conf/misc/OuadahHNB18,312-328,
jdiq,QDflows: A System Driven by Knowledge Bases for Designing Quality-Aware Data flows.,2000067,2017,https://dblp.org/rec/journals/jdiq/AbdellaouiNC17,14:1-14:39,8
ccgrid,A Quality-Driven Approach for Building Heterogeneous Distributed Databases: The Case of Data Warehouses.,2000067,2016,https://dblp.org/rec/conf/ccgrid/AbdellaouiBN16,631-638,
adbis,Avoiding Ontology Confusion in ETL Processes.,2000067,2015,https://dblp.org/rec/conf/adbis/KhouriAN15,119-126,
soca,SkyAP-S3: A Hybrid Approach for Efficient Skyline Services Selection.,2000067,2015,https://dblp.org/rec/conf/soca/OuadahBHN15,18-25,
icitst,Creation of educative content on the web.,2000067,2014,https://dblp.org/rec/conf/icitst/AmmarF14,119-124,
icitst,Pedagogical hypermédias systems.,2000067,2013,https://dblp.org/rec/conf/icitst/AmmarF13,332-337,
icwit,Urbanization of Information Systems with a Service Oriented Architecture According to the PRAXEME Approach - Application to the Information System of the National Social Insurance Fund (CNAS).,2000067,2012,https://dblp.org/rec/conf/icwit/AmelF12,102-111,
ciia,Profilisation et Contextualisation des Systèmes OLAP: Aperçu de l'Eétat de l'Art.,2000067,2011,https://dblp.org/rec/conf/ciia/NachidaOF11,,
ic3k,Integration of Profile in OLAP Systems.,2000067,2011,https://dblp.org/rec/conf/ic3k/NachidaBN11,320-332,
ir,Tashaphyne0.4: a new arabic light stemmer based on rhyzome modeling approach.,2000016,2023,https://dblp.org/rec/journals/ir/AlKhatibZSB23,14,26
comcom,NRflex: Enforcing network slicing in 5G New Radio.,2000016,2022,https://dblp.org/rec/journals/comcom/BoutibaKBCB22,284-292,181
globecom,UAV mission optimization in 5G: On reducing MEC service relocation.,2000016,2020,https://dblp.org/rec/conf/globecom/Si-MohammedKBCB20,1-6,
cogsr,A generic and efficient emotion-driven approach toward personalized assessment and adaptation in serious games.,2000016,2019,https://dblp.org/rec/journals/cogsr/MostefaiBT19,82-106,56
ijris,Adapting eSpeak to Arabic language: converting Arabic text to speech language using eSpeak.,2000016,2019,https://dblp.org/rec/journals/ijris/ZerroukiSBBSB19,76-89,11
ipm,A probabilistic model to exploit user expectations in XML information retrieval.,2000016,2017,https://dblp.org/rec/journals/ipm/DahakBB17,87-105,53
ijet,A Semantic Analysis of the Learner's Disorientation.,2000016,2016,https://dblp.org/rec/journals/ijet/AddaBB16,10-18,11
ijst,Towards an open platform based on HPSG formalism for the standard Arabic language.,2000016,2016,https://dblp.org/rec/journals/ijst/LoukamBL16,325-338,19
jaihc,Efficient distributed discovery and composition of OWL-S process model in P2P systems.,2000016,2016,https://dblp.org/rec/journals/jaihc/BoukhadraBB16,187-203,7
idc,A Dynamic Model to enhance the Distributed Discovery of services in P2P Overlay Networks.,2000016,2016,https://dblp.org/rec/conf/idc/BoukhadraBB16,13-22,
3pgcic,Towards Efficient and Effective Distributed Discovery of SWs in P2P Overlay Networks.,2000016,2015,https://dblp.org/rec/conf/3pgcic/BoukhadraBB15,77-84,
dcai,Efficient P2P Approach for a Better Automation of the Distributed Discovery of SWs.,2000016,2015,https://dblp.org/rec/conf/dcai/BoukhadraBB15,277-284,
fnc,Similarity Flooding for Efficient Distributed Discovery of OWL-S Process Model in P2P Networks.,2000016,2015,https://dblp.org/rec/conf/fnc/BoukhadraBB15,317-324,
wanlp,SAHSOH$@$QALB-2015 Shared Task: A Rule-Based Correction Method of Common Arabic Native and Non-Native Speakers' Errors.,2000016,2015,https://dblp.org/rec/conf/wanlp/ZaghouaniZB15,155-160,
ijtem,Improving Personalization In E-Learning Systems.,2000016,2014,https://dblp.org/rec/journals/ijtem/BezzaBM14,75-84,4
ijwa,The Use of Ontology in Semantic Analysis of the Learner's Queries on the Web through Search Engines.,2000016,2014,https://dblp.org/rec/journals/ijwa/AddaB14,121-130,6
hpcc,Hybrid Ontology-Based Matching for Distributed Discovery of SWS in P2P Systems.,2000016,2014,https://dblp.org/rec/conf/hpcc/BoukhadraBB14,896-903,
icsibo,The Use of Ontology in Semantic Analysis of the Published Learners Messages for Adaptability.,2000016,2014,https://dblp.org/rec/conf/icsibo/AddaB14,106-114,
nbis,Ranked Matching of OWL-S Process Model for Distributed Discovery of SWs in P2P Systems.,2000016,2014,https://dblp.org/rec/conf/nbis/BoukhadraBB14,106-113,
wanlp,Autocorrection of arabic common errors for large text corpus.,2000016,2014,https://dblp.org/rec/conf/wanlp/ZerroukiAB14,127-131,
3pgcic,HPS5DSWS: A Hybrid P2P Strategy of the Distributed Discovery Mechanism for Semantic Web Services.,2000016,2013,https://dblp.org/rec/conf/3pgcic/BoukhadraBB13,29-36,
icitst,DA5DCSWS: A Distributed Architecture for semantic Web services Discovery and Composition.,2000016,2013,https://dblp.org/rec/conf/icitst/BoukhadraBB13,182-187,
icwl,Adaptation Based on Navigation Type and Learning Style.,2000016,2013,https://dblp.org/rec/conf/icwl/BousbiaGB13,23-31,
icwit,Automatic Composition of Semantic Web Services-based Alignment of OWL-S.,2000016,2012,https://dblp.org/rec/conf/icwit/AdelKA12,336-341,
ijlt,Supervised classification on navigational behaviours in web-based learning systems to identify learning styles.,2000016,2011,https://dblp.org/rec/journals/ijlt/BousbiaLBR11,24-45,6
csedu,An Open Learning Environment based on Generic Course.,2000016,2011,https://dblp.org/rec/conf/csedu/BallaB11,231-236,
umuai,Learners' navigation behavior identification based on trace analysis.,2000016,2010,https://dblp.org/rec/journals/umuai/BousbiaRLB10,455-494,20
edm,Analyzing Learning Styles using Behavioral Indicators in Web based Learning Environments.,2000016,2010,https://dblp.org/rec/conf/edm/BousbiaLBR10,279-280,
iajit,A proposed approach for learner evaluation in an open distance environment.,2000016,2009,https://dblp.org/rec/journals/iajit/Balla09,132-137,6
ciia,Pertinence des Résultats de Recherche de Services Web E-Learning.,2000016,2009,https://dblp.org/rec/conf/ciia/BoudaliBA09,,
icalt,Indicators for Deducting the Learners' Learning Styles: Case of the Navigation Typology Indicator.,2000016,2009,https://dblp.org/rec/conf/icalt/BousbiaLRB09,385-389,
iscc,Measuring the learners' learning style based on tracks analysis in web based learning.,2000016,2009,https://dblp.org/rec/conf/iscc/BousbiaBR09,98-103,
inforsid,Indexation des documents XML : Un DataGuide annoté avec un index de contenu.,2000016,2008,https://dblp.org/rec/conf/inforsid/DahakBB08,,
its,Detection of Learning Styles from Learner's Browsing Behavior During E-Learning Activities.,2000016,2008,https://dblp.org/rec/conf/its/BousbiaLB08,740-742,
springer,Developing Educational Applications using Adaptive e-Learning Model.,2000016,2008,https://dblp.org/rec/series/springer/BallaS08,13-18,
aiccsa,An Educational Asynchronous Learning Environment.,2000016,2007,https://dblp.org/rec/conf/aiccsa/Balla07,856-859,
awic,Interrogation of Ontologies Formalized in Topic Maps with TMQL in E-Learning Context.,2000016,2007,https://dblp.org/rec/conf/awic/AmroucheABM07,29-34,
dn,HYPERGAP : un hypermédia éducatif dynamique générant des activités pédagogiques.,2000016,2003,https://dblp.org/rec/journals/dn/BallaLL03,39-57,7
asc,A game-theoretical constructive approach for the multi-objective frequency assignment problem.,2000026,2023,https://dblp.org/rec/journals/asc/LaidouiBT23,110444,144
kes,A QLearning Approach for an efficient Estimation Of Initial Number of Communities in social networks.,2000026,2023,https://dblp.org/rec/conf/kes/BeldiB23,3785-3794,
kes,A New Branch and Bound Algorithm for Mining Frequent Conceptual Links in Social Networks.,2000026,2023,https://dblp.org/rec/conf/kes/DjahnitB23,4399-4409,
webist,A Novel Hybrid Approach Combining Beam Search and DeepWalk for Community Detection in Social Networks.,2000026,2023,https://dblp.org/rec/conf/webist/BerricheNYABCTB23,454-463,
ijbic,Performance assessment of biogeography-based multi-objective algorithm for frequency assignment problem.,2000026,2021,https://dblp.org/rec/journals/ijbic/DaoudiBBH21,199-209,18
ic3k,Exhaustive Solution for Mining Frequent Conceptual Links in Large Networks using a Binary Compressed Representation.,2000026,2021,https://dblp.org/rec/conf/ic3k/DjahnitB21,180-190,
eaai,An efficient hybrid multi-objective memetic algorithm for the frequency assignment problem.,2000026,2020,https://dblp.org/rec/journals/eaai/KioucheBTK20,,87
istr,Optimized in-network authentication against pollution attacks in software-defined-named data networking.,2000026,2020,https://dblp.org/rec/journals/istr/BoussahaCBB20,,50
sac,A game-theoretic approach for the multi-objective frequency assignment problem in mobile networks.,2000026,2020,https://dblp.org/rec/conf/sac/LaidouiTBL20,1002-1009,
asc,An effective multi-objective hybrid immune algorithm for the frequency assignment problem.,2000026,2019,https://dblp.org/rec/journals/asc/TayebBKK19,,85
cec,A New Brainstorming Based Algorithm for the Community Detection Problem.,2000026,2019,https://dblp.org/rec/conf/cec/BeldiB19,2958-2965,
kes,A Novel Multi-Objective Immune Memetic Algorithm for the Frequency Assignment Problem.,2000026,2019,https://dblp.org/rec/conf/kes/BessedikTKK19,67-76,
kes,Nash-Pareto Genetic Algorithm for the Frequency Assignment Problem.,2000026,2018,https://dblp.org/rec/conf/kes/LaidouiBSBK18,282-291,
kes,Research on Permutation Flow-shop Scheduling Problem based on Improved Genetic Immune Algorithm with vaccinated offspring.,2000026,2017,https://dblp.org/rec/conf/kes/TayebBBCB17,427-436,
softcom,Towards authenticated network coding for named data networking.,2000026,2017,https://dblp.org/rec/conf/softcom/BoussahaCBB17,1-6,
ijmheur,Parallel artificial immune system for the constrained graph list multicolouring problem.,2000026,2014,https://dblp.org/rec/journals/ijmheur/HadjiMMB14,1-20,3
nicso,A Cooperative Approach Using Ants and Bees for the Graph Coloring Problem.,2000026,2013,https://dblp.org/rec/conf/nicso/BessedikDB13,179-190,
ijbic,How can bees colour graphs.,2000026,2011,https://dblp.org/rec/journals/ijbic/BessedikTD11,67-76,3
IEEEicci,An Immune System for the general T-coloring problem.,2000026,2011,https://dblp.org/rec/conf/IEEEicci/MahmoudiBB11,432-437,
IEEEicci,Resolution of the general T-coloring problem using an MBO based algorithm.,2000026,2011,https://dblp.org/rec/conf/IEEEicci/LeilaM11,438-443,
ijbic,Two hybrid ant algorithms for the general T-colouring problem.,2000026,2010,https://dblp.org/rec/journals/ijbic/MahmoudiBD10,353-362,2
cimca,Ant Colony System for Graph Coloring Problem.,2000026,2005,https://dblp.org/rec/conf/cimca/BessedikLBD05,786-791,
icaase,Analysis of Students' Emotions in an Online Learning Environment.,2000082,2022,https://dblp.org/rec/conf/icaase/BensbaAZB22,1-7,
sac,"Exploiting the progress of OO refactoring tools with Android code smells: RAndroid, a plugin for Android studio.",2000082,2021,https://dblp.org/rec/conf/sac/GattalHBH21,1580-1583,
ijris,Adapting eSpeak to Arabic language: converting Arabic text to speech language using eSpeak.,2000082,2019,https://dblp.org/rec/journals/ijris/ZerroukiSBBSB19,76-89,11
icse,Sniffing Android code smells: an association rules mining-based approach.,2000082,2019,https://dblp.org/rec/conf/icse/RubinHMBB19,123-127,
ijet,A Semantic Analysis of the Learner's Disorientation.,2000082,2016,https://dblp.org/rec/journals/ijet/AddaBB16,10-18,11
icwl,Adaptation Based on Navigation Type and Learning Style.,2000082,2013,https://dblp.org/rec/conf/icwl/BousbiaGB13,23-31,
icwl,ESITrace: A User Side Trace and Annotation Collection Tool.,2000082,2012,https://dblp.org/rec/conf/icwl/LouifiBAM12,49-58,
ijlt,Supervised classification on navigational behaviours in web-based learning systems to identify learning styles.,2000082,2011,https://dblp.org/rec/journals/ijlt/BousbiaLBR11,24-45,6
csedu,An Open Learning Environment based on Generic Course.,2000082,2011,https://dblp.org/rec/conf/csedu/BallaB11,231-236,
umuai,Learners' navigation behavior identification based on trace analysis.,2000082,2010,https://dblp.org/rec/journals/umuai/BousbiaRLB10,455-494,20
edm,Analyzing Learning Styles using Behavioral Indicators in Web based Learning Environments.,2000082,2010,https://dblp.org/rec/conf/edm/BousbiaLBR10,279-280,
icalt,Indicators for Deducting the Learners' Learning Styles: Case of the Navigation Typology Indicator.,2000082,2009,https://dblp.org/rec/conf/icalt/BousbiaLRB09,385-389,
iscc,Measuring the learners' learning style based on tracks analysis in web based learning.,2000082,2009,https://dblp.org/rec/conf/iscc/BousbiaBR09,98-103,
its,Detection of Learning Styles from Learner's Browsing Behavior During E-Learning Activities.,2000082,2008,https://dblp.org/rec/conf/its/BousbiaLB08,740-742,
sncs,Taguchi Design for Setting EHO Variants Parameters: Application in Brain Image Segmentation Using HMRF.,90000024,2023,https://dblp.org/rec/journals/sncs/MahiouGS23,794,4
corr,Image Segmentation Methods for Non-destructive testing Applications.,90000024,2021,https://dblp.org/rec/journals/corr/abs-2103-07754,,abs/2103.07754
aiccsa,3D Brain Image Segmentation Model using Deep Learning and Hidden Markov Random Fields.,90000024,2020,https://dblp.org/rec/conf/aiccsa/GuerroutMMH20,1-8,
corr,hidden markov random fields and cuckoo search method for medical image segmentation.,90000024,2020,https://dblp.org/rec/journals/corr/abs-2005-09377,,abs/2005.09377
iajit,Hidden markov random fields and particle swarm combination for brain image segmentation.,90000024,2018,https://dblp.org/rec/journals/iajit/GuerroutMA18,462-468,15
jetai,Hidden Markov random field model and Broyden-Fletcher-Goldfarb-Shanno algorithm for brain image segmentation.,90000024,2018,https://dblp.org/rec/journals/jetai/GuerroutAMM18,415-427,30
ciia,Conjugate Gradient Method for Brain Magnetic Resonance Images Segmentation.,90000024,2018,https://dblp.org/rec/conf/ciia/GuerroutAMM18,561-572,
corr,Combination of Hidden Markov Random Field and Conjugate Gradient for Brain Image Segmentation.,90000024,2017,https://dblp.org/rec/journals/corr/GuerroutAMM17,,abs/1705.04823
icpram,Hidden Markov Random Fields and Direct Search Methods for Medical Image Segmentation.,90000024,2016,https://dblp.org/rec/conf/icpram/GuerroutAMM16,154-161,
medprai,Hidden Markov Random Field model and BFGS algorithm for Brain Image Segmentation.,90000024,2016,https://dblp.org/rec/conf/medprai/GuerroutAMM16,7-11,
iv,Medical Image Segmentation Using Particle Swarm Optimization.,90000024,2014,https://dblp.org/rec/conf/iv/Ait-AoudiaGM14,287-291,
iv,Satellite and Aerial Image Mosaicing - A Comparative Insight.,90000024,2012,https://dblp.org/rec/conf/iv/Ait-AoudiaMDG12,652-657,
iv,Evaluation of Volumetric Medical Images Segmentation Using Hidden Markov Random Field Model.,90000024,2011,https://dblp.org/rec/conf/iv/Ait-AoudiaMG11,513-518,
iv,YACBIR: Yet Another Content Based Image Retrieval System.,90000024,2010,https://dblp.org/rec/conf/iv/Ait-AoudiaMB10,570-575,
nca,A new hybrid model of convolutional neural networks and hidden Markov chains for image classification.,90000025,2023,https://dblp.org/rec/journals/nca/GoumiriBP23,17987-18002,35
isc2,One Convolutional Layer Model For Parking Occupancy Detection.,90000025,2021,https://dblp.org/rec/conf/isc2/GoumiriBP21,1-5,
tac,Optimal Filter Approximations in Conditionally Gaussian Pairwise Markov Switching Models.,90000025,2015,https://dblp.org/rec/journals/tac/AbbassiBDP15,1104-1109,60
icassp,Challenging eye segmentation using Triplet Markov spatial models.,90000025,2013,https://dblp.org/rec/conf/icassp/BenboudjemaODP13,1927-1931,
ei-mobmu,Texture based Markovian modelling for image retrieval.,90000025,2011,https://dblp.org/rec/conf/ei-mobmu/BenboudjemaP11,78811E,
pami,Unsupervised Statistical Segmentation of Nonstationary Images Using Triplet Markov Fields.,90000025,2007,https://dblp.org/rec/journals/pami/BenboudjemaP07,1367-1378,29
igarss,Unsupervised segmentation of SAR images using Triplet Markov fields and fisher noise distributions.,90000025,2007,https://dblp.org/rec/conf/igarss/BenboudjemaTPSN07,3891-3894,
ivc,Multisensor triplet Markov fields and theory of evidence.,90000025,2006,https://dblp.org/rec/journals/ivc/PieczynskiB06,61-69,24
icassp,Unsupervised Segmentation Of Non Stationary Images With Non Gaussian Correlated Noise Using Triplet Markov Fields And The Pearson System.,90000025,2006,https://dblp.org/rec/conf/icassp/BenboudjemaP06,701-704,
cviu,Unsupervised image segmentation using triplet Markov fields.,90000025,2005,https://dblp.org/rec/journals/cviu/BenboudjemaP05,476-498,99
icip,Segmenting non stationary images with triplet Markov fields.,90000025,2005,https://dblp.org/rec/conf/icip/BenboudjemaP05,317-320,
sj,A Multi-Cooperative-Based Approach to Manage Communication in Wireless Instrumentation Systems.,90000026,2018,https://dblp.org/rec/journals/sj/HamaniJOBLK18,2174-2185,12
ieeeIA,An optimized self-organized approach to manage communication in wireless instrumentation systems.,90000026,2011,https://dblp.org/rec/conf/ieeeIA/HamaniJOK11,54-61,
jfsma,Ant-MWAC : Une approche conjointe multi-agent et colonie de fourmis pour gérer les communications dans les réseaux de capteurs sans fil.,90000026,2011,https://dblp.org/rec/conf/jfsma/HamaniJOK11,85-94,
medes,An ACO/MAS joint approach to manage communications in wireless sensor networks.,90000026,2009,https://dblp.org/rec/conf/medes/HamaniJKO09,332-339,
iwinac,Solving Partitioning Problem in Codesign with Ant Colonies.,90000026,2005,https://dblp.org/rec/conf/iwinac/KoudilBGH05,324-337,
smc,Using ant colonies to solve data-mining problems.,90000026,2004,https://dblp.org/rec/conf/smc/AdmaneBKDGH04,3151-3157,
jaihc,Efficient distributed discovery and composition of OWL-S process model in P2P systems.,90000027,2016,https://dblp.org/rec/journals/jaihc/BoukhadraBB16,187-203,7
idc,A Dynamic Model to enhance the Distributed Discovery of services in P2P Overlay Networks.,90000027,2016,https://dblp.org/rec/conf/idc/BoukhadraBB16,13-22,
3pgcic,Towards Efficient and Effective Distributed Discovery of SWs in P2P Overlay Networks.,90000027,2015,https://dblp.org/rec/conf/3pgcic/BoukhadraBB15,77-84,
dcai,Efficient P2P Approach for a Better Automation of the Distributed Discovery of SWs.,90000027,2015,https://dblp.org/rec/conf/dcai/BoukhadraBB15,277-284,
fnc,Similarity Flooding for Efficient Distributed Discovery of OWL-S Process Model in P2P Networks.,90000027,2015,https://dblp.org/rec/conf/fnc/BoukhadraBB15,317-324,
hpcc,Hybrid Ontology-Based Matching for Distributed Discovery of SWS in P2P Systems.,90000027,2014,https://dblp.org/rec/conf/hpcc/BoukhadraBB14,896-903,
nbis,Ranked Matching of OWL-S Process Model for Distributed Discovery of SWs in P2P Systems.,90000027,2014,https://dblp.org/rec/conf/nbis/BoukhadraBB14,106-113,
3pgcic,HPS5DSWS: A Hybrid P2P Strategy of the Distributed Discovery Mechanism for Semantic Web Services.,90000027,2013,https://dblp.org/rec/conf/3pgcic/BoukhadraBB13,29-36,
icitst,DA5DCSWS: A Distributed Architecture for semantic Web services Discovery and Composition.,90000027,2013,https://dblp.org/rec/conf/icitst/BoukhadraBB13,182-187,
icwit,Automatic Composition of Semantic Web Services-based Alignment of OWL-S.,90000027,2012,https://dblp.org/rec/conf/icwit/AdelKA12,336-341,
iet-ipr,Fully automated brain tumour segmentation system in 3D-MRI using symmetry analysis of brain and level sets.,2000097,2018,https://dblp.org/rec/journals/iet-ipr/KermiAZ18,1964-1971,12
miccai,Deep Convolutional Neural Networks Using U-Net for Automatic Brain Tumor Segmentation in Multimodal MRI Volumes.,2000097,2018,https://dblp.org/rec/conf/miccai/KermiMK18,37-48,
isspa,A 3D deformable model constrained by anthropometric knowledge for computerized facial reconstructions.,2000097,2012,https://dblp.org/rec/conf/isspa/KermiL12,924-929,
